age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome
52,9,1,1,0.0,-38,0,0,2,6,6,5.667188990467793,1.0,-1,0.0,3
65,5,0,1,0.0,828,0,0,0,13,5,4.692803710377139,1.0,-1,0.0,3
40,1,1,0,0.0,2805,1,0,0,14,8,4.02603295217519,5.999999999999999,353,8.0,0
38,4,1,2,0.0,76,1,0,0,20,0,3.987807459317618,2.0,287,3.0,0
47,1,1,1,0.0,1612,1,0,0,2,0,6.739628228341174,1.0,-1,0.0,3
29,4,2,2,0.0,841,0,0,0,5,3,4.280313744803609,1.0,-1,0.0,3
38,1,2,1,0.0,1121,0,0,2,18,6,4.203853547561417,1.0,-1,0.0,3
53,10,0,1,0.0,587,0,0,0,19,9,5.533028859954425,1.0,-1,0.0,3
38,9,1,1,0.0,318,0,0,0,5,1,4.558810117701218,1.0,182,5.999999999999999,2
33,0,2,2,0.0,235,1,0,0,18,8,5.434732716901984,1.0,-1,0.0,3
34,9,0,1,0.0,-276,1,0,2,29,8,4.038559629539667,3.0,-1,0.0,3
40,9,0,1,0.0,0,0,0,0,7,1,5.814370132602928,2.0,-1,0.0,3
34,9,1,2,0.0,932,1,0,0,4,6,4.285635871926362,1.0,-1,0.0,3
42,1,1,1,0.0,1297,1,0,0,3,0,5.867340486111048,2.0,-1,0.0,3
34,0,2,1,0.0,557,0,0,0,17,9,4.3171999873629,1.0,-1,0.0,3
37,9,1,1,0.0,24,1,0,0,13,1,3.772525094951822,1.0,105,2.0,0
30,4,2,2,0.0,1675,0,0,0,4,11,4.075523471226806,1.0,-1,0.0,3
45,9,1,1,0.0,2776,1,0,0,27,5,4.616282779454453,2.0,181,1.0,2
41,0,0,1,0.0,2550,1,0,0,15,8,6.2756510745343785,2.0,347,2.0,0
40,8,2,1,0.0,595,1,0,0,3,6,5.069989222109937,2.0,-1,0.0,3
30,6,2,2,0.0,3137,1,0,0,31,5,4.937105224396461,7.0,-1,0.0,3
28,1,2,2,0.0,727,1,0,2,6,6,3.831256371246868,3.999999999999999,-1,0.0,3
41,4,0,2,0.0,107,1,0,0,17,5,3.6633721150385337,12.0,-1,0.0,3
41,0,2,2,0.0,982,0,0,0,23,5,3.517769491829246,1.0,-1,0.0,3
48,4,1,2,0.0,263,1,0,2,5,8,4.870639179733525,2.0,-1,0.0,3
50,0,0,1,0.0,3240,0,0,0,21,9,3.831256371246868,2.0,-1,0.0,3
29,7,2,1,0.0,84,0,1,2,3,5,5.601193393585297,3.0,-1,0.0,3
42,1,1,1,0.0,351,1,0,2,16,8,3.223502400151684,12.0,-1,0.0,3
34,2,0,2,0.0,262,0,0,0,20,9,4.94795089581764,1.0,-1,0.0,3
21,2,2,2,0.0,2077,0,0,0,5,1,4.766096637580032,1.0,-1,0.0,3
36,10,2,2,0.0,1291,0,0,0,3,3,4.663447569347846,1.0,-1,0.0,3
60,4,1,3,0.0,264,0,0,1,1,3,4.517844899986933,1.0,-1,0.0,3
47,7,1,1,0.0,405,0,1,0,8,1,6.458094983938062,2.0,-1,0.0,3
41,4,1,0,0.0,733,1,0,0,7,8,3.140409198272226,1.0,335,7.0,0
57,5,1,0,0.0,9367,0,0,0,14,8,5.874155192765924,3.999999999999999,92,7.0,2
40,7,1,1,0.0,5807,1,0,2,20,6,3.452782403053413,1.0,-1,0.0,3
45,1,1,0,0.0,907,0,0,0,18,1,4.348153031922057,7.999999999999997,-1,0.0,3
31,0,2,1,0.0,19,1,0,0,18,9,7.778072188517425,1.0,-1,0.0,3
44,9,2,1,0.0,244,1,0,0,12,1,7.507344505341355,3.999999999999999,-1,0.0,3
43,10,1,1,0.0,0,1,1,0,23,11,4.0876459029501735,2.0,184,8.0,0
56,0,1,1,0.0,33,0,1,0,19,9,3.571001184652212,1.0,-1,0.0,3
42,1,1,0,0.0,-97,1,0,0,3,3,4.274973690166411,3.999999999999999,271,4.999999999999998,0
49,9,1,1,0.0,378,0,0,2,9,6,4.123442540076387,2.0,-1,0.0,3
43,1,1,1,0.0,184,0,1,0,16,5,6.501597050615459,10.999999999999998,-1,0.0,3
38,2,1,2,0.0,1110,1,0,0,20,9,6.264239722525141,2.0,183,2.0,0
52,4,1,2,0.0,601,1,0,2,14,8,4.4424387138443855,2.0,-1,0.0,3
53,9,1,2,0.0,9001,0,0,0,5,0,4.007043275758349,1.0,-1,0.0,3
40,7,1,1,0.0,2346,0,0,2,16,6,4.08159683839031,3.0,-1,0.0,3
62,5,1,1,0.0,1495,0,0,0,17,1,5.649625079941644,1.0,196,1.0,2
34,1,2,3,0.0,129,1,1,0,16,9,4.650712187985977,1.0,200,2.0,2
29,0,2,1,0.0,209,0,0,0,5,3,5.647103882061372,2.0,-1,0.0,3
31,1,1,0,0.0,292,1,1,2,30,8,2.507390411431326,12.0,-1,0.0,3
33,4,1,2,0.0,71,0,0,0,16,9,3.772525094951822,1.0,287,1.0,0
27,8,2,2,0.0,0,0,0,0,5,7,3.2903870491072795,3.0,-1,0.0,3
38,9,2,1,0.0,1655,0,0,0,29,5,5.022132032924538,2.0,-1,0.0,3
34,1,1,2,0.0,11000,0,0,0,20,9,5.498078822417214,1.0,-1,0.0,3
59,4,1,2,0.0,7049,0,0,0,21,9,5.448673387631484,1.0,163,2.0,0
34,2,1,1,0.0,1368,1,0,0,18,9,4.456841333435252,2.0,-1,0.0,3
77,5,1,0,0.0,11000,0,0,0,15,7,4.480570101881423,1.0,91,2.0,1
42,10,1,1,0.0,1289,0,0,0,15,10,6.758336578293273,3.0,92,5.999999999999999,2
32,7,2,1,0.0,2881,0,0,0,2,5,4.893066076200762,1.0,-1,0.0,3
44,4,1,2,0.0,1138,0,0,0,27,1,5.429129315696136,3.0,-1,0.0,3
51,9,1,1,0.0,-1944,1,0,0,7,8,5.692028155386582,1.0,-1,0.0,3
48,10,0,1,0.0,201,0,0,0,11,1,3.802196907148285,1.0,-1,0.0,3
33,1,1,1,0.0,58,0,0,2,16,8,3.831256371246868,2.0,-1,0.0,3
51,1,1,1,0.0,-92,1,0,2,4,6,2.461069012703569,3.999999999999999,-1,0.0,3
42,0,2,1,0.0,4253,1,0,0,13,8,3.845565662684017,1.0,-1,0.0,3
46,7,1,1,0.0,375,0,0,1,31,5,4.019729948816313,5.999999999999999,-1,0.0,3
55,5,0,2,0.0,0,0,0,0,18,8,5.674671594298365,1.0,370,1.0,2
42,0,1,1,0.0,1133,1,0,0,4,3,3.9485662213280825,3.999999999999999,212,3.0,0
35,1,1,2,0.0,2999,0,0,2,12,6,6.703373488107345,5.999999999999999,-1,0.0,3
39,1,1,3,0.0,1181,1,0,0,30,5,5.75767110587675,2.0,-1,0.0,3
53,4,1,2,0.0,0,1,0,0,14,5,3.322496824365753,3.0,-1,0.0,3
56,0,0,1,0.0,1693,0,0,0,26,10,4.388520147277725,3.999999999999999,442,3.999999999999999,0
27,9,2,1,0.0,261,1,0,0,29,4,4.378522324607275,2.0,247,2.0,0
46,4,0,2,0.0,0,0,1,0,29,1,2.672812782590282,5.999999999999999,-1,0.0,3
34,9,2,1,0.0,692,1,0,2,20,8,4.466373710444616,1.0,-1,0.0,3
59,4,1,0,0.0,1727,0,0,1,25,8,5.363537884299042,3.999999999999999,358,2.0,0
68,5,2,2,0.0,2144,0,0,0,22,10,4.5722468282286926,1.0,184,2.0,2
35,1,1,1,0.0,1055,0,0,2,18,9,3.8737605561432313,2.0,-1,0.0,3
45,1,1,0,0.0,678,0,0,0,5,1,3.5086831058198653,3.0,-1,0.0,3
33,4,2,2,0.0,561,0,0,0,7,0,3.5086831058198653,1.0,-1,0.0,3
46,4,1,1,0.0,5127,0,0,0,6,1,5.280645660789948,1.0,-1,0.0,3
36,1,1,1,0.0,537,0,1,0,7,5,4.22055456155713,5.999999999999999,-1,0.0,3
42,5,1,0,0.0,0,1,0,2,8,8,4.105649556653423,2.0,-1,0.0,3
49,4,2,2,0.0,370,0,0,0,19,1,5.001239469087651,3.0,-1,0.0,3
35,6,1,2,0.0,2427,0,0,0,12,1,4.038559629539667,3.0,31,8.0,2
40,3,0,1,0.0,4328,0,0,0,20,1,3.749850530296984,2.0,-1,0.0,3
38,1,1,0,0.0,1401,0,0,0,13,8,5.409393414956926,1.0,-1,0.0,3
42,7,0,1,0.0,444,0,0,0,21,9,4.013400147229545,1.0,-1,0.0,3
38,4,1,2,0.0,413,0,0,0,13,10,4.456841333435252,2.0,183,3.0,2
47,0,0,1,0.0,295,1,0,2,6,6,3.4141122690146983,2.0,-1,0.0,3
30,1,1,1,0.0,246,1,0,0,18,9,3.981339502846743,2.0,113,4.999999999999998,0
33,0,2,2,0.0,867,1,0,0,14,0,4.43276647128453,1.0,-1,0.0,3
36,0,2,1,0.0,11000,1,0,0,15,0,6.384990323387182,1.0,-1,0.0,3
33,1,2,0,0.0,127,1,0,2,29,8,6.569607881010948,2.0,-1,0.0,3
33,9,1,1,0.0,73,1,0,0,2,5,4.285635871926362,1.0,-1,0.0,3
29,1,1,1,0.0,294,1,0,2,14,8,5.619167941482946,2.0,-1,0.0,3
31,1,1,1,0.0,3311,1,0,2,20,8,5.916827245394073,1.0,-1,0.0,3
28,4,2,2,0.0,866,0,0,0,23,7,4.1351903403157015,2.0,-1,0.0,3
24,8,2,0,0.0,474,0,0,0,30,0,5.506197481867448,1.0,-1,0.0,3
60,4,1,2,0.0,11000,0,0,0,17,0,5.2192125346818585,3.0,-1,0.0,3
46,4,0,2,0.0,624,0,0,0,18,7,5.116656883369501,1.0,276,1.0,1
48,7,1,1,0.0,2850,1,0,0,6,1,3.535754494288526,3.0,-1,0.0,3
29,0,1,2,0.0,167,1,1,0,13,10,4.896777023113142,2.0,237,2.0,0
28,9,2,2,0.0,-123,0,1,0,23,5,5.851355856636673,1.0,-1,0.0,3
38,4,1,2,0.0,0,1,0,0,30,0,5.559513459805741,1.0,-1,0.0,3
22,4,2,2,0.0,760,0,0,1,7,2,1.6229724538258978,1.0,-1,0.0,3
62,6,0,2,0.0,6,1,0,0,13,0,3.499532738433449,1.0,182,3.0,2
49,9,1,3,0.0,-287,1,0,2,26,8,2.8629235523291974,1.0,-1,0.0,3
38,6,2,1,0.0,592,0,0,0,6,8,4.563300897185558,1.0,-1,0.0,3
26,0,1,1,0.0,1417,1,0,2,6,6,3.0239974389576183,3.0,-1,0.0,3
28,4,2,2,0.0,3611,0,0,0,26,3,3.8095180042890777,2.0,-1,0.0,3
27,7,2,1,0.0,194,1,0,2,16,8,4.778020403941574,1.0,-1,0.0,3
31,1,1,1,0.0,136,0,0,0,12,8,4.337901520377776,2.0,267,1.0,0
33,2,1,1,0.0,135,1,0,0,17,0,3.596832635439625,1.0,345,2.0,0
44,4,1,2,0.0,1945,0,0,2,14,8,4.1351903403157015,1.0,-1,0.0,3
34,4,2,2,0.0,171,1,0,0,7,8,4.1351903403157015,1.0,294,1.0,0
53,9,1,0,0.0,6839,1,0,0,19,9,3.234911159750941,1.0,-1,0.0,3
36,1,2,1,0.0,2235,1,0,0,20,9,4.616282779454453,2.0,-1,0.0,3
60,9,1,0,0.0,65,1,0,2,9,8,6.51706710927493,2.0,-1,0.0,3
44,1,1,1,1.0,105,1,0,0,20,0,5.598612851947866,1.0,-1,0.0,3
58,5,1,1,0.0,235,0,0,0,27,1,3.353789937304376,3.999999999999999,-1,0.0,3
69,5,0,0,0.0,482,0,0,0,2,5,4.494646074838033,2.0,-1,0.0,3
57,1,0,0,0.0,5041,1,0,0,16,0,4.603191163164778,1.0,336,1.0,0
40,9,1,1,0.0,-496,0,0,1,28,5,2.3057750778246326,2.0,-1,0.0,3
31,4,2,2,0.0,533,0,0,0,11,3,3.831256371246868,1.0,91,8.0,2
59,1,1,0,0.0,416,0,0,2,16,6,3.3943253441093506,3.0,-1,0.0,3
60,0,0,1,0.0,683,0,0,0,8,9,5.383729514524361,1.0,-1,0.0,3
55,4,1,2,0.0,73,1,0,2,5,8,3.8168013093567112,2.0,-1,0.0,3
29,4,2,2,0.0,268,0,0,0,16,0,5.7979872022103365,1.0,-1,0.0,3
30,9,2,1,0.0,19,1,0,0,18,1,2.11562082416138,12.0,-1,0.0,3
46,6,2,1,0.0,526,0,0,0,30,0,5.429129315696136,1.0,87,2.0,1
49,4,0,2,0.0,914,0,0,0,4,1,4.099672037884278,1.0,-1,0.0,3
54,5,0,0,0.0,22,0,0,2,20,6,2.33364370780076,3.999999999999999,-1,0.0,3
56,1,1,1,0.0,1210,0,0,2,11,6,6.3521691898209465,1.0,-1,0.0,3
68,5,0,0,0.0,2027,0,0,0,14,11,5.06322696967053,2.0,91,3.999999999999999,2
44,0,1,1,0.0,1074,1,0,0,11,5,6.307682598950764,2.0,-1,0.0,3
36,2,0,2,0.0,776,0,1,0,7,5,5.923489472774635,3.0,-1,0.0,3
50,9,1,1,0.0,103,1,0,0,3,3,3.5534958309549336,3.999999999999999,267,5.999999999999999,0
43,0,2,1,0.0,-247,1,1,0,2,3,5.986872137773743,2.0,76,3.999999999999999,0
38,4,1,3,0.0,1349,1,0,2,6,8,3.4716868189265604,1.0,-1,0.0,3
58,9,1,1,0.0,99,0,0,1,22,11,5.035931104426201,2.0,-1,0.0,3
43,1,0,0,0.0,-57,1,0,2,16,8,4.301496099499769,2.0,-1,0.0,3
32,9,2,2,0.0,6281,1,0,2,3,6,6.995400057497433,3.999999999999999,-1,0.0,3
28,0,2,1,0.0,520,1,0,0,15,6,2.4845211729747705,1.0,-1,0.0,3
32,4,2,2,0.0,2536,1,0,0,26,1,6.394026942319003,5.999999999999999,-1,0.0,3
39,4,2,2,0.0,1682,1,0,0,19,9,3.852666723558134,1.0,170,1.0,0
34,2,2,2,0.0,2945,1,0,0,17,0,4.5224462646081705,1.0,-1,0.0,3
38,9,1,1,0.0,565,0,0,0,20,1,3.4042576221885303,2.0,-1,0.0,3
32,9,1,2,0.0,2688,0,0,0,14,10,4.274973690166411,1.0,57,1.0,0
93,5,1,3,0.0,775,0,0,0,22,5,6.2102300667184185,2.0,177,7.0,2
36,0,2,2,0.0,980,0,0,0,30,5,3.915041571501453,3.0,179,3.999999999999999,0
41,4,1,2,0.0,2226,0,0,0,7,1,4.08159683839031,2.0,99,1.0,0
32,4,2,2,0.0,111,1,0,2,8,8,3.955179700811219,2.0,-1,0.0,3
55,6,1,1,0.0,11000,1,0,0,20,9,3.8168013093567112,2.0,174,2.0,0
54,0,1,1,0.0,0,1,1,0,23,5,3.622172690104166,1.0,-1,0.0,3
50,1,0,1,0.0,203,1,0,1,19,9,4.517844899986933,1.0,127,3.999999999999999,1
47,4,2,2,0.0,86,0,0,0,2,3,6.61446232872201,1.0,-1,0.0,3
55,7,1,1,0.0,841,1,0,0,15,8,3.802196907148285,8.999999999999996,372,3.999999999999999,0
40,10,2,1,0.0,1744,1,0,2,21,8,5.259364014340316,10.999999999999998,-1,0.0,3
25,8,2,1,0.0,125,0,0,0,9,3,4.269615564207284,1.0,92,2.0,2
58,7,1,0,0.0,2946,1,0,0,14,8,5.265468205962986,1.0,-1,0.0,3
62,4,0,2,0.0,5943,0,0,1,17,3,4.164172079668743,3.999999999999999,-1,0.0,3
36,1,2,1,0.0,2596,0,0,2,18,6,3.0239974389576183,5.999999999999999,-1,0.0,3
36,9,1,1,0.0,22,0,0,2,6,6,5.256304731615281,1.0,-1,0.0,3
28,0,2,1,0.0,0,1,1,0,18,8,5.015193935009114,4.999999999999998,-1,0.0,3
31,9,2,1,0.0,11000,0,0,1,14,1,2.5936610542160112,5.999999999999999,-1,0.0,3
32,4,2,2,0.0,935,0,0,0,10,1,3.9485662213280825,2.0,375,4.999999999999998,0
46,1,1,1,0.0,524,1,0,1,5,8,2.079038359736477,7.0,-1,0.0,3
45,0,1,1,0.0,805,1,0,2,15,8,4.105649556653423,3.0,-1,0.0,3
58,5,1,0,0.0,565,0,0,1,8,10,3.894548740808586,1.0,93,1.0,2
57,0,1,1,0.0,2137,0,0,1,8,5,3.742209436027645,7.0,-1,0.0,3
31,4,1,2,0.0,537,1,0,0,18,1,4.274973690166411,1.0,-1,0.0,3
27,8,2,1,0.0,538,0,0,0,18,2,4.007043275758349,3.999999999999999,197,2.0,2
32,4,1,2,0.0,0,0,0,0,29,1,4.0876459029501735,2.0,-1,0.0,3
39,9,0,2,1.0,3,0,0,0,6,8,5.328438430173767,1.0,-1,0.0,3
