age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,deposit
59,1,1,0,0.0,320,1,0,2,15,8,5.8627854482823505,1.0,-1,0.0,3,1
44,1,1,3,0.0,146,1,0,2,15,8,5.3136276287572874,1.0,-1,0.0,3,1
49,11,1,0,0.0,341,1,1,2,15,8,5.420694821741916,2.0,-1,0.0,3,1
40,7,1,0,0.0,-9,1,0,2,15,8,6.32446417890757,2.0,-1,0.0,3,1
41,0,1,0,0.0,-306,1,0,2,15,8,5.363537884299042,1.0,-1,0.0,3,1
44,9,1,2,0.0,4580,1,0,2,15,8,6.307682598950764,2.0,-1,0.0,3,1
60,7,2,0,0.0,313,1,0,2,15,8,6.32446417890757,2.0,-1,0.0,3,1
29,4,1,2,0.0,10576,0,0,2,15,8,6.831805889154147,2.0,-1,0.0,3,1
41,5,0,0,0.0,-233,1,0,2,15,8,6.727077664156912,2.0,-1,0.0,3,1
41,1,1,0,0.0,2453,1,0,2,15,8,6.557842934474549,1.0,-1,0.0,3,1
42,9,2,1,0.0,1364,1,0,2,15,8,7.65760673503524,5.999999999999999,-1,0.0,3,1
36,7,2,3,0.0,281,1,0,2,16,8,5.40655807937658,1.0,-1,0.0,3,1
39,9,1,2,0.0,94,1,1,2,16,8,6.1166123640794945,1.0,-1,0.0,3,1
31,6,2,2,0.0,144,1,0,2,16,8,5.819028153093403,1.0,-1,0.0,3,1
26,1,1,1,0.0,246,1,0,2,16,8,6.706547134105195,3.0,-1,0.0,3,1
31,1,1,1,0.0,92,1,0,2,16,8,5.846767094794021,1.0,-1,0.0,3,1
29,0,2,1,0.0,163,1,1,2,16,8,6.09618664907275,1.0,-1,0.0,3,1
37,7,0,1,0.0,49,1,0,2,16,8,5.682127652917603,2.0,-1,0.0,3,1
33,1,2,1,0.0,-416,1,0,2,16,8,6.021080348312017,2.0,-1,0.0,3,1
24,9,2,1,0.0,409,1,0,2,16,8,6.309553177140735,1.0,-1,0.0,3,1
50,0,0,1,0.0,363,1,0,2,16,8,7.001054509171765,1.0,-1,0.0,3,1
27,9,2,2,0.0,3706,1,0,2,16,8,6.281335803478272,1.0,-1,0.0,3,1
54,4,2,2,0.0,4393,1,0,2,16,8,6.939611030647967,3.0,-1,0.0,3,1
30,9,2,1,0.0,863,1,0,2,16,8,6.784603065155771,4.999999999999998,-1,0.0,3,1
34,1,1,0,0.0,695,1,1,2,16,8,6.577976715990945,3.9999999999999987,-1,0.0,3,1
37,4,2,1,0.0,792,1,0,2,16,8,6.7753639143894855,3.9999999999999987,-1,0.0,3,1
41,0,2,1,0.0,1020,1,0,2,19,8,6.252771966106526,1.0,-1,0.0,3,1
47,1,1,1,0.0,863,1,0,2,19,8,6.366812776479066,2.0,-1,0.0,3,1
31,0,1,1,0.0,97,1,0,2,19,8,5.652143243685094,1.0,-1,0.0,3,1
31,1,1,1,0.0,754,1,0,2,19,8,6.506764775966247,3.9999999999999987,-1,0.0,3,1
43,7,0,1,0.0,1040,1,0,2,19,8,5.508896532812588,3.0,-1,0.0,3,1
37,4,0,2,0.0,122,1,0,2,19,8,7.371931833996058,2.0,-1,0.0,3,1
30,9,2,2,0.0,880,1,1,2,19,8,6.410206497149752,5.999999999999999,-1,0.0,3,1
41,9,1,1,0.0,501,1,0,2,19,8,5.580458491117222,4.999999999999998,-1,0.0,3,1
36,1,1,1,0.0,4438,1,0,2,20,8,5.200396391919205,1.0,-1,0.0,3,1
35,1,0,1,0.0,0,1,0,2,20,8,6.80298012034278,1.0,-1,0.0,3,1
29,7,2,1,0.0,271,1,0,2,20,8,7.674186149425617,2.0,-1,0.0,3,1
35,1,1,0,0.0,102,1,0,2,20,8,6.992568197859725,1.0,-1,0.0,3,1
31,1,1,1,0.0,2,1,0,2,20,8,4.08159683839031,2.0,-1,0.0,3,1
35,7,1,1,0.0,4170,1,0,2,20,8,7.556033929557727,1.0,-1,0.0,3,1
34,9,2,1,0.0,85,1,0,2,20,8,6.767638553529819,3.9999999999999987,-1,0.0,3,1
31,0,2,1,0.0,431,1,1,2,20,8,6.546020722380622,1.0,-1,0.0,3,1
44,9,0,1,0.0,982,1,0,2,20,8,5.75767110587675,3.0,-1,0.0,3,1
36,1,1,0,0.0,408,1,1,2,20,8,6.576305248391257,2.0,-1,0.0,3,1
35,1,1,3,0.0,4822,1,0,2,20,8,6.176809527897837,2.0,-1,0.0,3,1
41,1,1,0,0.0,1250,1,0,2,20,8,7.073465273601129,2.0,-1,0.0,3,1
31,1,2,0,0.0,216,1,0,2,21,8,5.543663717396084,1.0,-1,0.0,3,1
34,1,1,1,0.0,1207,1,0,2,21,8,6.2964275513289945,1.0,-1,0.0,3,1
32,9,1,1,0.0,791,1,0,2,21,8,6.054771716193058,2.0,-1,0.0,3,1
36,4,1,2,0.0,849,1,1,2,21,8,6.394026942319003,2.0,-1,0.0,3,1
30,1,2,1,1.0,239,1,0,2,21,8,5.090131208503751,1.0,-1,0.0,3,1
37,9,2,1,0.0,1211,1,0,2,21,8,6.079712011246557,1.0,-1,0.0,3,1
36,1,1,0,0.0,599,1,0,2,21,8,5.75527571879462,2.0,-1,0.0,3,1
31,4,2,2,0.0,825,1,0,2,21,8,5.3808575019692615,2.0,-1,0.0,3,1
27,9,1,1,0.0,2183,1,1,2,21,8,6.204367574304826,1.0,-1,0.0,3,1
34,5,1,0,0.0,4499,0,0,2,21,8,7.443463407379648,1.0,-1,0.0,3,1
30,9,2,2,0.0,1289,1,0,2,21,8,7.462545368053618,2.0,-1,0.0,3,1
32,9,2,2,0.0,4665,1,0,2,21,8,6.2102300667184185,2.0,-1,0.0,3,1
37,9,2,1,0.0,3326,1,0,2,21,8,6.087964376577899,1.0,-1,0.0,3,1
32,1,1,1,0.0,783,1,0,2,21,8,6.33003141180534,3.0,-1,0.0,3,1
33,1,1,1,0.0,0,1,0,2,21,8,5.423510256009826,3.0,-1,0.0,3,1
35,1,1,0,0.0,994,1,0,2,23,8,7.013732136381548,7.999999999999997,-1,0.0,3,1
35,6,0,2,0.0,1354,1,0,2,23,8,5.954315485284403,2.0,-1,0.0,3,1
30,1,2,1,0.0,239,1,0,2,23,8,6.058947710924386,1.0,-1,0.0,3,1
45,1,0,0,0.0,-311,1,0,2,23,8,6.520491468369877,1.0,-1,0.0,3,1
45,0,1,1,0.0,149,1,0,2,23,8,6.273753071636508,3.0,-1,0.0,3,1
33,1,1,1,0.0,1464,1,0,2,23,8,5.603770729210478,3.0,-1,0.0,3,1
44,4,0,2,0.0,5773,0,0,2,23,8,5.626824020187393,5.999999999999999,-1,0.0,3,1
40,1,1,0,0.0,278,1,0,2,23,8,6.494689451671865,3.0,-1,0.0,3,1
31,1,1,1,0.0,2910,1,0,2,23,8,7.073465273601129,2.0,-1,0.0,3,1
30,9,1,2,0.0,541,1,0,2,26,8,5.096797622537295,2.0,-1,0.0,3,1
44,9,0,1,0.0,1262,1,0,2,26,8,6.06519716978603,10.999999999999998,-1,0.0,3,1
34,7,1,1,0.0,-538,1,0,2,26,8,5.832942144949518,1.0,-1,0.0,3,1
37,1,1,1,0.0,125,0,0,2,26,8,5.8259963642163894,2.0,-1,0.0,3,1
28,6,2,2,0.0,0,1,0,2,26,8,7.2946867691588215,2.0,-1,0.0,3,1
32,0,2,1,0.0,620,1,0,2,26,8,6.846846377159784,3.0,-1,0.0,3,1
37,1,0,1,0.0,316,1,0,2,26,8,5.738432147721395,2.0,-1,0.0,3,1
34,4,1,2,0.0,2287,1,0,2,26,8,6.277547528814327,3.9999999999999987,-1,0.0,3,1
38,0,0,1,0.0,198,1,0,2,26,8,5.152534208687064,2.0,-1,0.0,3,1
28,0,2,1,0.0,460,1,0,2,26,8,5.965221063387439,5.999999999999999,-1,0.0,3,1
31,4,0,2,0.0,1145,1,0,2,26,8,6.903201822287968,3.9999999999999987,-1,0.0,3,1
59,7,1,1,0.0,-22,1,0,2,26,8,5.980399019135643,3.0,-1,0.0,3,1
24,1,1,1,0.0,685,1,0,2,26,8,6.279442437468084,3.0,-1,0.0,3,1
26,7,2,1,0.0,901,1,0,2,26,8,6.014706241544275,2.0,-1,0.0,3,1
59,5,2,1,0.0,351,1,0,2,27,8,6.576305248391257,4.999999999999998,-1,0.0,3,1
30,2,2,0,0.0,0,1,1,2,27,8,6.556157568469852,1.0,-1,0.0,3,1
37,0,1,1,0.0,274,1,0,2,27,8,5.943355709036132,3.0,-1,0.0,3,1
30,0,2,1,0.0,-213,1,1,2,27,8,5.986872137773743,1.0,-1,0.0,3,1
25,1,1,1,0.0,97,1,0,2,27,8,5.894472263028664,1.0,-1,0.0,3,1
44,7,0,1,0.0,51,1,1,2,27,8,8.777763337512608,2.0,-1,0.0,3,1
29,4,1,2,0.0,314,0,0,2,28,8,6.357671210199445,2.0,-1,0.0,3,1
26,4,2,2,0.0,6840,1,0,2,28,8,7.2946867691588215,2.0,-1,0.0,3,1
26,9,2,1,0.0,668,1,0,2,28,8,5.5726289995481855,3.0,-1,0.0,3,1
27,7,2,1,0.0,54,1,0,2,28,8,5.484475352442165,2.0,-1,0.0,3,1
25,6,2,1,0.0,1242,1,0,2,28,8,5.672180353544531,2.0,-1,0.0,3,1
28,4,1,1,0.0,292,1,0,2,28,8,5.383729514524361,1.0,-1,0.0,3,1
23,7,2,1,0.0,665,1,0,2,28,8,6.769185530826221,1.0,-1,0.0,3,1
34,4,2,2,0.0,1058,1,0,2,28,8,6.218023554078634,2.0,-1,0.0,3,1
28,8,2,1,0.0,949,1,0,2,28,8,7.501491049855354,1.0,-1,0.0,3,1
51,2,1,3,0.0,606,1,0,2,28,8,5.530361503809081,8.999999999999996,-1,0.0,3,1
35,1,1,1,0.0,0,1,1,2,29,8,5.484475352442165,1.0,-1,0.0,3,1
35,0,1,1,0.0,404,1,0,2,29,8,5.473526610635613,1.0,-1,0.0,3,1
56,1,1,1,0.0,249,1,0,2,29,8,6.071429290695888,2.0,-1,0.0,3,1
45,10,0,1,0.0,3354,1,0,2,29,8,5.976073074378545,1.0,-1,0.0,3,1
60,1,0,1,0.0,0,1,0,2,29,8,6.806029964136338,1.0,-1,0.0,3,1
56,9,1,1,0.0,589,1,0,2,29,8,5.462518415057033,2.0,-1,0.0,3,1
27,4,2,2,0.0,11000,1,0,2,29,8,6.067276464228334,3.0,-1,0.0,3,1
30,0,1,1,0.0,873,1,0,2,29,8,6.073502831120216,3.0,-1,0.0,3,1
45,1,0,0,0.0,594,1,0,2,29,8,6.156920046431465,2.0,-1,0.0,3,1
29,1,2,1,0.0,-20,1,0,2,29,8,6.118644832828986,2.0,-1,0.0,3,1
38,4,0,2,0.0,4692,1,0,2,29,8,7.033330767089186,2.0,-1,0.0,3,1
30,1,1,1,0.0,486,1,0,2,29,8,6.652034177752498,3.0,-1,0.0,3,1
44,1,2,0,0.0,1593,1,0,2,29,8,6.146909905681511,3.0,-1,0.0,3,1
36,4,2,2,0.0,7606,1,0,2,30,8,6.318883682675231,1.0,-1,0.0,3,1
38,9,1,1,0.0,226,1,0,2,30,8,6.010446683148533,3.0,-1,0.0,3,1
36,1,2,1,0.0,366,1,1,2,30,8,6.690638160080168,2.0,-1,0.0,3,1
37,4,0,1,0.0,16,1,0,2,30,8,5.72874700097285,1.0,-1,0.0,3,1
35,4,2,2,0.0,565,1,0,2,30,8,6.012577480802293,1.0,-1,0.0,3,1
38,0,0,1,0.0,19,1,0,2,30,8,5.644579641364263,2.0,-1,0.0,3,1
40,7,1,0,0.0,1082,1,0,2,30,8,6.198490087087174,2.0,-1,0.0,3,1
42,10,0,1,0.0,1713,1,0,2,30,8,6.200450921195945,2.0,-1,0.0,3,1
46,4,0,2,0.0,11000,1,0,2,30,8,6.898797723404739,1.0,-1,0.0,3,1
35,9,0,1,0.0,5724,1,0,2,30,8,5.853646598627714,9.999999999999998,-1,0.0,3,1
34,9,0,1,0.0,1451,1,0,2,30,8,6.632503180490883,12.0,-1,0.0,3,1
32,7,1,1,0.0,-34,1,0,2,30,8,6.84984379327646,2.0,-1,0.0,3,1
50,10,1,1,0.0,3674,1,0,2,30,8,6.260423436813174,3.0,-1,0.0,3,1
35,1,1,1,0.0,698,1,1,2,30,8,7.005287270156387,3.0,-1,0.0,3,1
36,9,2,1,0.0,4136,1,0,2,30,8,6.114578070214132,3.0,-1,0.0,3,1
53,1,0,0,0.0,2656,1,0,2,30,8,7.780196967669283,2.0,-1,0.0,3,1
46,4,2,2,0.0,2904,1,0,2,30,8,6.44047048289483,2.0,-1,0.0,3,1
26,4,2,2,0.0,1004,1,0,2,30,8,4.337901520377776,2.0,-1,0.0,3,1
45,9,2,1,0.0,410,1,0,2,30,8,6.269952407974292,3.9999999999999987,-1,0.0,3,1
31,10,0,0,0.0,0,1,0,2,30,8,5.973906927648988,11.999999999999995,-1,0.0,3,1
29,4,2,2,0.0,0,1,0,2,30,8,5.473526610635613,11.999999999999995,-1,0.0,3,1
53,2,2,1,0.0,62,1,0,2,30,8,6.544327121566733,4.999999999999998,-1,0.0,3,1
27,1,1,0,0.0,416,1,0,2,30,8,6.784603065155771,2.0,-1,0.0,3,1
39,4,1,2,0.0,2763,1,0,2,2,6,5.437528577815905,2.0,-1,0.0,3,1
36,7,1,1,0.0,2984,1,0,2,2,6,5.0290443474066215,1.0,-1,0.0,3,1
41,1,1,0,0.0,143,1,1,2,2,6,5.7791094933459375,2.0,-1,0.0,3,1
36,7,1,0,0.0,0,1,0,2,2,6,6.53073551823666,1.0,-1,0.0,3,1
32,9,1,1,0.0,696,1,0,2,2,6,6.120675480339196,1.0,-1,0.0,3,1
35,7,1,1,0.0,152,1,0,2,2,6,5.5383531808507245,1.0,-1,0.0,3,1
36,4,2,2,0.0,-78,1,0,2,2,6,6.584651145369527,1.0,-1,0.0,3,1
35,4,1,2,0.0,867,1,0,2,2,6,4.348153031922057,3.0,-1,0.0,3,1
30,1,2,1,0.0,953,1,0,2,2,6,5.978237103240205,2.0,-1,0.0,3,1
42,1,1,1,0.0,443,1,0,2,2,6,5.807364153209192,4.999999999999998,-1,0.0,3,1
42,9,2,1,1.0,-1129,1,0,2,2,6,5.516972335851721,4.999999999999998,-1,0.0,3,1
32,1,1,0,0.0,415,1,0,2,2,6,6.042196847319307,3.9999999999999987,-1,0.0,3,1
29,1,2,1,0.0,260,1,0,2,2,6,5.889973693315572,12.0,-1,0.0,3,1
44,4,0,2,1.0,-411,1,0,2,2,6,5.155762513782147,3.9999999999999987,-1,0.0,3,1
32,9,2,1,0.0,1279,1,0,2,3,6,6.753672598456008,3.0,-1,0.0,3,1
31,10,1,1,0.0,86,1,1,2,3,6,6.403029209535869,2.0,-1,0.0,3,1
40,6,1,1,1.0,-754,1,1,2,3,6,6.363160404408849,3.0,-1,0.0,3,1
43,2,1,1,0.0,0,0,0,2,3,6,6.511921443545486,7.0,-1,0.0,3,1
27,4,2,1,0.0,178,1,0,2,3,6,5.9455520308214584,2.0,-1,0.0,3,1
37,7,2,1,0.0,278,1,0,2,3,6,6.546020722380622,3.0,-1,0.0,3,1
23,7,2,1,0.0,425,1,0,2,3,6,6.023201007337474,1.0,-1,0.0,3,1
25,4,1,0,0.0,168,1,0,2,3,6,6.092079258170852,1.0,-1,0.0,3,1
26,1,2,1,1.0,-36,1,0,2,3,6,5.310652055809591,2.0,-1,0.0,3,1
47,1,0,0,0.0,126,1,0,2,3,6,8.246657081752044,2.0,-1,0.0,3,1
35,0,1,1,0.0,-87,1,0,2,3,6,7.033330767089186,7.0,-1,0.0,3,1
32,9,2,2,0.0,6281,1,0,2,3,6,6.995400057497433,3.9999999999999987,-1,0.0,3,1
45,4,0,1,0.0,644,1,0,2,4,6,5.716578055701293,1.0,-1,0.0,3,1
30,0,0,1,0.0,377,1,0,2,4,6,5.4319329671440855,12.0,-1,0.0,3,1
29,7,2,1,0.0,-271,1,0,2,4,6,5.577851956738143,1.0,-1,0.0,3,1
38,1,1,0,0.0,5839,1,0,2,4,6,6.44047048289483,2.0,-1,0.0,3,1
23,1,2,1,0.0,492,1,0,2,4,6,5.72874700097285,1.0,-1,0.0,3,1
27,4,2,2,0.0,99,1,0,2,4,6,6.021080348312017,2.0,-1,0.0,3,1
27,4,2,2,1.0,-713,1,0,2,4,6,5.4347327169019835,2.0,-1,0.0,3,1
29,7,2,1,0.0,32,1,0,2,4,6,5.5383531808507245,1.0,-1,0.0,3,1
30,6,1,2,0.0,543,1,1,2,4,6,7.150605306955243,5.999999999999999,-1,0.0,3,1
36,1,1,0,0.0,403,1,0,2,4,6,6.32446417890757,1.0,-1,0.0,3,1
35,0,0,1,0.0,437,1,0,2,4,6,6.302061859137078,1.0,-1,0.0,3,1
36,1,1,1,0.0,1772,0,0,2,5,6,4.23159021337102,1.0,-1,0.0,3,1
59,5,0,0,0.0,-88,1,0,2,5,6,6.30581052178852,2.0,-1,0.0,3,1
47,2,1,1,0.0,0,0,0,2,5,6,7.146601046740266,1.0,-1,0.0,3,1
58,2,1,2,0.0,853,0,0,2,5,6,6.716043822500686,2.0,-1,0.0,3,1
37,4,2,2,0.0,240,0,0,2,5,6,6.674626388839429,1.0,-1,0.0,3,1
46,0,2,1,0.0,849,1,0,2,5,6,5.38659739633533,2.0,-1,0.0,3,1
43,1,2,1,0.0,318,1,0,2,5,6,5.954315485284403,2.0,-1,0.0,3,1
27,4,2,2,0.0,703,1,0,2,5,6,5.6089158200817995,3.0,-1,0.0,3,1
38,7,0,1,0.0,61,0,0,2,5,6,5.723887803075185,1.0,-1,0.0,3,1
53,3,1,0,0.0,104,0,1,2,5,6,5.876422025157402,1.0,-1,0.0,3,1
47,1,1,1,0.0,1996,0,0,2,5,6,6.008313843957015,2.0,-1,0.0,3,1
56,3,0,0,1.0,1238,0,0,2,5,6,7.292157974436286,1.0,-1,0.0,3,1
41,3,1,1,0.0,879,0,0,2,5,6,6.559527131814344,2.0,-1,0.0,3,1
29,6,1,1,0.0,425,1,0,2,5,6,5.5356927487466585,12.0,-1,0.0,3,1
50,9,1,1,0.0,416,1,0,2,5,6,5.346065931954191,4.999999999999998,-1,0.0,3,1
45,1,0,0,0.0,844,0,0,2,5,6,6.499872008485768,3.0,-1,0.0,3,1
35,1,1,1,0.0,860,1,0,2,5,6,6.256600859554242,3.9999999999999987,-1,0.0,3,1
26,9,2,1,0.0,639,1,0,2,6,6,5.894472263028664,4.999999999999998,-1,0.0,3,1
26,0,1,1,0.0,710,1,1,2,6,6,6.909062178908513,2.0,-1,0.0,3,1
37,1,1,3,0.0,1508,0,1,2,6,6,4.983647204060039,2.0,-1,0.0,3,1
30,0,2,1,0.0,223,1,0,2,6,6,6.214130109206549,10.999999999999998,-1,0.0,3,1
38,4,2,2,0.0,619,1,0,2,6,6,5.244019269110231,3.9999999999999987,-1,0.0,3,1
37,7,0,1,0.0,319,1,0,2,6,6,5.265468205962986,3.0,-1,0.0,3,1
53,9,1,1,0.0,480,0,0,2,6,6,5.752877636844708,2.0,-1,0.0,3,1
29,1,2,0,0.0,213,1,0,2,6,6,8.42043236580526,3.0,-1,0.0,3,1
35,4,2,2,0.0,68,0,0,2,6,6,6.612815649666957,1.0,-1,0.0,3,1
28,1,1,1,0.0,2788,1,0,2,6,6,4.940727593547148,2.0,-1,0.0,3,1
55,1,1,3,0.0,7561,0,0,2,6,6,5.8398656656882055,3.0,-1,0.0,3,1
49,4,0,1,0.0,-46,1,0,2,9,6,6.562892028170514,9.999999999999998,-1,0.0,3,1
50,7,1,1,0.0,1595,0,0,2,9,6,6.252771966106526,1.0,-1,0.0,3,1
43,4,2,2,0.0,1046,0,0,2,9,6,6.288893900418976,1.0,-1,0.0,3,1
58,6,0,2,0.0,1382,0,0,2,9,6,5.874155192765924,1.0,-1,0.0,3,1
38,9,1,0,0.0,217,1,0,2,9,6,5.337271829842043,5.999999999999999,-1,0.0,3,1
48,1,0,0,0.0,183,0,0,2,9,6,6.361332093761926,1.0,-1,0.0,3,1
59,4,1,1,0.0,1321,0,0,2,9,6,9.332215700272455,3.0,-1,0.0,3,1
58,1,1,1,0.0,25,0,0,2,9,6,5.322527458552214,3.0,-1,0.0,3,1
36,6,2,2,0.0,4844,0,0,2,9,6,6.6970139976808625,3.0,-1,0.0,3,1
42,2,1,2,0.0,5345,0,0,2,11,6,6.245095131312906,3.0,-1,0.0,3,1
41,0,2,1,0.0,812,0,1,2,11,6,5.590851896047993,3.9999999999999987,-1,0.0,3,1
42,0,1,1,0.0,105,0,0,2,11,6,6.731791531244338,3.9999999999999987,-1,0.0,3,1
39,4,1,2,0.0,-190,0,1,2,11,6,6.273753071636508,7.999999999999997,-1,0.0,3,1
57,3,1,0,0.0,625,0,1,2,11,6,6.223851408549429,1.0,-1,0.0,3,1
52,5,1,3,0.0,293,0,0,2,11,6,5.887720925303999,1.0,-1,0.0,3,1
59,5,1,3,0.0,1033,0,0,2,11,6,6.79380836966129,1.0,-1,0.0,3,1
56,1,1,1,0.0,1210,0,0,2,11,6,6.3521691898209465,1.0,-1,0.0,3,1
49,4,1,2,0.0,64,0,0,2,11,6,5.598612851947866,1.0,-1,0.0,3,1
35,1,0,3,0.0,164,0,0,2,11,6,6.410206497149752,2.0,-1,0.0,3,1
36,10,1,1,0.0,1766,0,0,2,11,6,5.621723096506431,2.0,-1,0.0,3,1
40,0,2,2,0.0,1248,0,0,2,11,6,6.929468449134742,2.0,-1,0.0,3,1
55,1,1,1,0.0,0,0,0,2,12,6,5.669686155046796,2.0,-1,0.0,3,1
58,0,1,1,0.0,826,0,0,2,12,6,6.25851293616363,1.0,-1,0.0,3,1
